TEXTO,CARRERA,LABEL
gustar combinar material esti él diseño,ARQUITECTURA,6
interesado mejora continuo,INDUSTRIAL,0
gustar diseñar hogar mejorar calidad vida persona,ARQUITECTURA,6
prueba psicométrica,PSICOLOGÍA,2
investigar protocolo avanzado mejorar latencia rendimiento red,TELECOMUNICACIONES,16
gustar diseñar sketchup querer crear infraestructura ecológico,CIVIL,9
gustar escuchar gente ofrecer apoyo,PSICOLOGÍA,2
experimento exploración cerebral utilizar investigar neurociencia comportamiento,PSICOLOGÍA,2
sentir obligado servir profundizar fe,TEOLOGÍA,8
estudiar influencia infancia personalidad relación emocional,PSICOLOGÍA,2
evaluar impacto analítica toma decisión estratégico,ADMINISTRACIÓN,7
interesado desigualdad cambio social querer desarrollar política público eficaz,SOCIOLOGÍA,1
querer aplicar pensamiento filosófico problema actual,FILOSOFÍA,13
sentir diferencia vida estudiante,EDUCACIÓN,14
gustar crear contenido red social conectar yo gente,COMUNICACIÓN SOCIAL,3
estudiar diverso corriente religioso participar diálogo interreligioso investigar espiritualidad promover paz justicia social,TEOLOGÍA,8
gustar aprender tecnología lenguaje programación,INFORMÁTICA,15
desarrollo proyecto ciberseguridad proteger información entorno digital crítico,INFORMÁTICA,15
gustar analizar mercado,ADMINISTRACIÓN,7
querer desarrollar estrategia transformación digital trabajo innovación empresarial,ADMINISTRACIÓN,7
querer dedicarme investigación literario académico,LETRAS,10
gustar analizar kpi proponer mejora proceso productivo power bi excel avanzado,INDUSTRIAL,0
gestión personal beneficiar,RELACIONES INDUSTRIALES,12
fascinado gestión cambio digital implemento herramienta colaborativa interesado cultura organizacional ágil querer liderar transformación digital,RELACIONES INDUSTRIALES,12
querer entender funcionar mente emoción humano,PSICOLOGÍA,2
interesar espiritualidad influir salud mental,TEOLOGÍA,8
trabajo proyecto fusionar red fijo inalámbrica solución integral comunicación,TELECOMUNICACIONES,16
gustar estudiar sistema filosófico organizo círculo lectura filosófico interesar filosofía ciencia epistemología querer investigar fundamento conocimiento,FILOSOFÍA,13
gustar desarrollar programa alfabetización digital,EDUCACIÓN,14
interesar negociación colectivo relación sindical,RELACIONES INDUSTRIALES,12
preguntar sociedad funcionar,SOCIOLOGÍA,1
explorar relación neurobiología comportamiento,PSICOLOGÍA,2
investigar método innovador fomentar autoaprendizaje,EDUCACIÓN,14
valorar empresa empleado prospero,RELACIONES INDUSTRIALES,12
preocupar equilibrio trabajo vida personal,RELACIONES INDUSTRIALES,12
interesar literatura reflejar problema social,LETRAS,10
gustar investigar método enseñanza innovador,EDUCACIÓN,14
querer trabajar análisis financiero inversión,ECONOMÍA,5
proyecto arquitectura sostenible combinar estética función,ARQUITECTURA,6
querer especializar yo educación inclusivo,EDUCACIÓN,14
disfruto colaborar equipo desarrollo ágil,INFORMÁTICA,15
interesar filosofía comparativo estudio tradición antiguo ampliar visión mundo,FILOSOFÍA,13
gustar organizar presupuesto planificar gasto,CONTADURÍA,4
participo discusión naturaleza universo,FILOSOFÍA,13
disfruto utilizar red social constructivo,COMUNICACIÓN SOCIAL,3
disfrutar analizar impacto política público,SOCIOLOGÍA,1
estudio creencia práctica religioso adaptar desafío moderno global,TEOLOGÍA,8
querer garantizar transparencia financiero organización,CONTADURÍA,4
motivar aplicar técnica optimización estadístico mejorar eficiencia planta productivo integrar teoría práctico generar resultado robusto,INDUSTRIAL,0
filosofía político entender estructura justicia social,FILOSOFÍA,13
interesar arquitectura paramétrico tecnología innovación diseño arquitectónico,ARQUITECTURA,6
explorar intersección red social opinión público,COMUNICACIÓN SOCIAL,3
gustar desarrollo organizacional cultura corporativo trabajo cambio cultural,RELACIONES INDUSTRIALES,12
desarrollo propuesta arquitectura bioclimático aprovechar recurso natural reduzcan consumo energía,ARQUITECTURA,6
estudiar influencia neurociencia aprendizaje,EDUCACIÓN,14
gustar trabajar cambio cultural,RELACIONES INDUSTRIALES,12
gustar analizar mercado emergente sigo tendencia tecnológico interesado impacto ia economía querer estudiar economía futuro,ECONOMÍA,5
gustar analizar impacto cultura organizacional motivación rendimiento,RELACIONES INDUSTRIALES,12
estudiante relación laboral investigo mecanismo mediación política inclusión fortalecer trabajo equipo cohesión interno,RELACIONES INDUSTRIALES,12
sistema legal evolucionar sociedad,DERECHO,11
analizar eficiencia energético proceso industrial reducir costo emisión contaminante,INDUSTRIAL,0
gustar finanza claro preciso,CONTADURÍA,4
querer entender funcionar cadena suministro,INDUSTRIAL,0
participo hackathons diseñar solución disruptiva problema cotidiano,INFORMÁTICA,15
gustar estudiar modelo económico,ECONOMÍA,5
gustar compartir pensamiento enseñanza comunidad,TEOLOGÍA,8
gustar educación especial inclusivo trabajo adaptación curricular,EDUCACIÓN,14
gustar estudiar tiempo histórico literario,LETRAS,10
querer explorar filosofía tecnología ia trabajo ética digital,FILOSOFÍA,13
disfrutar crear contenido transmedia experimento realidad aumentado interesar marketing digital storytelling querer innovar comunicación digital,COMUNICACIÓN SOCIAL,3
disfruto trabajar niño joven,EDUCACIÓN,14
interesado teología relación sociedad querer promover comprensión espiritual,TEOLOGÍA,8
leer reseña literario foro discusión entender evolución discurso obra moderno,LETRAS,10
gustar trabajar número,CONTADURÍA,4
interesar cambio digital herramienta colaborativa cultura organizacional,RELACIONES INDUSTRIALES,12
kali linux pentesting tools hackear éticamente,INFORMÁTICA,15
apasionar periodismo dato visualización interactivo interesar factchecking verificación digital querer combatir desinformación,COMUNICACIÓN SOCIAL,3
querer aprender estudio corriente,FILOSOFÍA,13
querer mejorar tecnología telecomunicación,TELECOMUNICACIONES,16
interesar manejar finanza empresa,CONTADURÍA,4
aprendizaje colaborativo pensamiento crítico estimular metodología activo,EDUCACIÓN,14
fascina optimizar proceso producción utilizar simulación análisis dato gustar aplicar fabricación magro sigma,INDUSTRIAL,0
desarrollo aplicación utilizar lenguaje programación moderno frameworks ágil solucionar problema complejo,INFORMÁTICA,15
interesado preservación restauración estructura histórico,CIVIL,9
gustar defender punto vista argumento sólido,DERECHO,11
querer crear entorno responder necesidad estudiante,EDUCACIÓN,14
exploro influencia corriente filosófico tendencia cultural contemporáneo,FILOSOFÍA,13
interesado implementación sistema fabricación magra,INDUSTRIAL,0
desarrollo análisis dualidad razón emoción toma decisión humano,FILOSOFÍA,13
querer estudiar tecnología emergente transformar forma comunicar compartir información,TELECOMUNICACIONES,16
querer reducir pobreza desigualdad,ECONOMÍA,5
sentir trabajo servir guiar,TEOLOGÍA,8
pensar idea negocio manejo finanza grupo estudiante interesado innovación emprendimiento querer consultor negocio,ADMINISTRACIÓN,7
preocupar empresa mejorar clima laboral,RELACIONES INDUSTRIALES,12
estudio modelo organizativo liderazgo innovador importante inspirar cambio dirección corporativo,ADMINISTRACIÓN,7
apasionado letra dedicar creación análisis literario explorar género esti él enriquecer narrativa crítica textual,LETRAS,10
estudiar impacto formación profesional futuro digital,EDUCACIÓN,14
apasionar investigar relación estructura social comportamiento individual analizar factor económico cultural configurar sociedad,SOCIOLOGÍA,1
inspirar idea cambiar espacio urbano innovación ingeniería,CIVIL,9
sentir fuerte inclinación defender derecho,DERECHO,11
gustar gestionar recurso humano talento,RELACIONES INDUSTRIALES,12
gustar estudiante descubrir idea,EDUCACIÓN,14
utilacer método científico iluminar cuestión ético,FILOSOFÍA,13
fascinar estudiar comportamiento sociedad,SOCIOLOGÍA,1
integro herramienta análisis tiempo real mejorar gestión monitoreo red comunicación,TELECOMUNICACIONES,16
gustar participar debate,DERECHO,11
querer enseñar compartir conocimiento,EDUCACIÓN,14
desarrollo ensayo crítico evolución lenguaje impacto sociedad,LETRAS,10
gustar discutir participar debate,DERECHO,11
desarrollo proyecto optimización vehicular entorno industrial aplicar machine learning,INDUSTRIAL,0
encantar liturgia arte sagrado,TEOLOGÍA,8
estudiar factor histórico económico cultural forma sociedad comunidad,SOCIOLOGÍA,1
gustar mejorar política recurso humano empresa,RELACIONES INDUSTRIALES,12
imagino diseñar espacio,ARQUITECTURA,6
interesado diseño instruccional tecnología educativo,EDUCACIÓN,14
querer marcar diferencia paisaje urbano ciudad,ARQUITECTURA,6
aptitud competencia empleado fortalecer capacitación,RELACIONES INDUSTRIALES,12
apasionar investigar relación estructura social comportamiento individual analizar factor económico cultural configurar sociedad,SOCIOLOGÍA,1
gustar planificar organizar proyecto complejo,INDUSTRIAL,0
intrigado funcionar economía involucrado simulación comercio interesado economía conductual experimental querer investigar mercado desarrollo económico,ECONOMÍA,5
interesado utilizar tecnología emergente mejorar gestión financiero,CONTADURÍA,4
sueño enseñar compartir conocimiento fe,TEOLOGÍA,8
educación adaptar él tiempo,EDUCACIÓN,14
gustar preservar lengua indígena literatura,LETRAS,10
equilibrio productividad bienestar empleado preocupar,RELACIONES INDUSTRIALES,12
querer promover diálogo comprensión religión,TEOLOGÍA,8
fascinar gestión cambio digital implemento herramienta colaborativa interesar cultura organizacional ágil querer liderar transformación digital,RELACIONES INDUSTRIALES,12
gustar analizar dato crear panel control excel ayudo optimizar negocio familiar interesado sigma calidad querer consultor mejora proceso,INDUSTRIAL,0
gustar trabajar comunicación unificado sistema voip,TELECOMUNICACIONES,16
querer luchar corrupción promover justicia,DERECHO,11
interesar entorno construido afectar bienestar,ARQUITECTURA,6
gustar estudiar teoría económico aplicar él realidad,ECONOMÍA,5
gustar trabajar proyecto comunitario,SOCIOLOGÍA,1
investigación influencia neurociencia aprendizaje desarrollar estrategia educativo eficaz,EDUCACIÓN,14
utilizar técnica narrativo poético expresar idea sentimiento,LETRAS,10
gustar explorar forma pensar,FILOSOFÍA,13
diseñar política público impulsar desarrollo sostenible equidad contexto global estudiar teoría económico avanzado,ECONOMÍA,5
encantar enseñar aprender doy clase particular interesar pedagogía psicología educativo querer innovar método enseñanza,EDUCACIÓN,14
gustar proyecto llegar término,ADMINISTRACIÓN,7
investigar influencia fe construcción valor cohesión social,TEOLOGÍA,8
disfruto ver estudiante descubrir idea,EDUCACIÓN,14
exploro método construcción sostenible minimicir impacto ambiental proyecto civil,CIVIL,9
interesar periodismo investigación,COMUNICACIÓN SOCIAL,3
interesado filosofía mente,FILOSOFÍA,13
apasionar transformar aprendizaje integrar tecnología método educativo innovador aula,EDUCACIÓN,14
apasionar crear poesía relato explorir complejidad experiencia humano combinar rigor lingüístico sensibilidad literario,LETRAS,10
interesado proyecto líder impacto social,ADMINISTRACIÓN,7
educación adaptar él tiempo actual,EDUCACIÓN,14
explorar plataforma virtual ampliar acceso recurso educativo calidad,EDUCACIÓN,14
gustar macroeconomía política monetario,ECONOMÍA,5
querer edificio agradable,ARQUITECTURA,6
disfruto resolver problema práctico solución creativo,CIVIL,9
fascinar filosofía político social participo debate justicia social interesar teoría crítico posthumanismo querer desarrollar perspectiva filosófico,FILOSOFÍA,13
fascinar investigación social cuantitativo spss análisis estadístico,SOCIOLOGÍA,1
interesado diseño carretera sistema transporte,CIVIL,9
estudio autor moderno apasionar existencia humano,FILOSOFÍA,13
manejo tienda línea interesado marketing digital,ADMINISTRACIÓN,7
desarrollo proyecto planificación urbano combinir funcionalidad estético sostenibilidad planificación urbano,CIVIL,9
investigación impacto innovación gestión análisis dato identificar oportunidad mejora,ADMINISTRACIÓN,7
gustar desafío diseñar estructura seguro,CIVIL,9
conectar mundo fundamental progreso,TELECOMUNICACIONES,16
desarrollo ensayo relato reflejar complejidad experiencia humano palabra escrito,LETRAS,10
querer garantizar correcto aplicación norma contable entorno corporativo,CONTADURÍA,4
desarrollo competencia derecho internacional resolución pacífico conflicto nación,DERECHO,11
ingeniería industrial sostenible empresa,INDUSTRIAL,0
apasionar sociología digital análisis red social análisis dato,SOCIOLOGÍA,1
música terapia artístico utilizar recuperación emocional,PSICOLOGÍA,2
entender sociedad impulsar mejora real,SOCIOLOGÍA,1
apasionar estudio derecho constitucional protección derecho fundamental,DERECHO,11
gustar leer escribir poesía organizo club lectura interesar literatura comparativo crítica literario querer investigar enseñar literatura,LETRAS,10
estudiar jurisprudencia caso emblemático comprender evolución derecho penal civil,DERECHO,11
encantar crear aplicación resolver problema cotidianosorganizo hackathons escuelaestoy interesado blockchain criptomonedasquiero desarrollar tecnología descentralizada,INFORMÁTICA,15
investigo estrategia comunicación digital conectar comunidad difundir información efectivo,COMUNICACIÓN SOCIAL,3
interesar espíritu empresarial innovación empresarial,ADMINISTRACIÓN,7
querer desarrollar legal tech automatización legal herramienta digital,DERECHO,11
gustar resolver problema complejo código,INFORMÁTICA,15
exploro digitalización transformar periodismo interacción emisor receptor,COMUNICACIÓN SOCIAL,3
explorar plataforma virtual fin educativo,EDUCACIÓN,14
estudio desarrollar habilidad planificación producción logístico análisis dato motivar transformar proceso industrial tecnología,INDUSTRIAL,0
elaboración análisis cuantitativo utilizar método estadístico pronosticar tendencia económico,ECONOMÍA,5
querer dedicar vida estudio promoción literatura,LETRAS,10
interesar administración recurso humano implementación metodología ágil equipo,ADMINISTRACIÓN,7
comprometer diseñar proyecto infraestructura minimicir impacto ambiental aprovechar innovación ingeniería sísmico material ecológico,CIVIL,9
recurso digital utilizar él integrar tecnología proceso educativo,EDUCACIÓN,14
gustar análisis dato inteligencia negocio,ADMINISTRACIÓN,7
gustar crear plan negocio estrategia negocio,ADMINISTRACIÓN,7
economía usar,ECONOMÍA,5
gustar trabajar software diseño modelado 3d,ARQUITECTURA,6
sentir capital humano recurso valioso,RELACIONES INDUSTRIALES,12
gustar utilizar software gestión comercio internacional logística mundial,ADMINISTRACIÓN,7
enseño educación financiero,CONTADURÍA,4
querer periodismo voz marginado,COMUNICACIÓN SOCIAL,3
proyecto mejora calidad metodología sigma,INDUSTRIAL,0
entusiasta liderazgo organizacional combinar innovación tecnológico análisis dato gestión equipo optimizar rendimiento empresa,ADMINISTRACIÓN,7
querer implementar niif estándar internacional trabajar normativa contable,CONTADURÍA,4
gustar software simulación diseñar diseño planta industrial,INDUSTRIAL,0
querer ayudar organización eficiente,ADMINISTRACIÓN,7
estudio técnico narrativo poético expresar idea sentimiento,LETRAS,10
querer mejorar ambiente trabajo programa formación continuo,RELACIONES INDUSTRIALES,12
querer aplicar niif norma internacional trabajar norma contable,CONTADURÍA,4
intrigar formar cambiar norma social,SOCIOLOGÍA,1
querer mejorar tecnología,TELECOMUNICACIONES,16
promover entorno trabajo saludable querer,RELACIONES INDUSTRIALES,12
disfrutar analizar texto descubrir interpretación,LETRAS,10
apasionar transformación organizacional estudio forma trabajo interesar futuro trabajo automatización querer preparar organización futuro,RELACIONES INDUSTRIALES,12
investigar robótica integrar él líneas producción incrementar productividad,INDUSTRIAL,0
inteligencia artificial utilizar mejorar proceso,INFORMÁTICA,15
estudiar intersección derecho ético promover responsabilidad social legislación,DERECHO,11
querer trabajar análisis financiero inversión,ECONOMÍA,5
apasionar reflexionar símbolo ritual moldear historia fe cultura,TEOLOGÍA,8
interesado explorar filosofía tecnología inteligencia artificial,FILOSOFÍA,13
disfruto resolver rompecabeza desafío lógico,INFORMÁTICA,15
fascinar entender funcionar sociedad participo proyecto comunitario interesar investigación social activismo querer estudiar resolver problema social,SOCIOLOGÍA,1
querer entender comunicar dispositivo móvil,TELECOMUNICACIONES,16
interesar formación desarrollo talento humano,RELACIONES INDUSTRIALES,12
fascinar diseño instruccional tecnología educativo lms herramienta elearning,EDUCACIÓN,14
gustar estudiar comportamiento sociedad,SOCIOLOGÍA,1
investigar método mantenimiento predictivo prevenir fallo sistema producción,INDUSTRIAL,0
desarrollo recurso digital facilitar integración tecnología proceso educativo,EDUCACIÓN,14
gustar estudiar gráfico dato económico,ECONOMÍA,5
querer promover política valorar trabajador,RELACIONES INDUSTRIALES,12
niño sentir fuerte sentido justicia,DERECHO,11
gustar resolver acertijo,INFORMÁTICA,15
solución pacífico conflicto nación lograr él desarrollo competencia derecho internacional,DERECHO,11
disfrutar desmontar aparato electrónico funcionar,TELECOMUNICACIONES,16
interesar poder optimizar producción empresa,INDUSTRIAL,0
investigo algoritmo inteligencia artificial resolver desafío tiempo real diverso sector,INFORMÁTICA,15
gustar resolver puzzl reto lógico,INFORMÁTICA,15
interesado investigar cuestión género diversidad,SOCIOLOGÍA,1
gustar matemática aplicación construcción,CIVIL,9
disfrutar participar proyecto comunitario,SOCIOLOGÍA,1
gustar criminología derecho penal,DERECHO,11
interesar funcionar empresa mejorar,ADMINISTRACIÓN,7
interesar cuestión ético moral filosofía político social querer contribuir pensamiento filosófico contemporáneo,FILOSOFÍA,13
interesar diversidad inclusión empleo,RELACIONES INDUSTRIALES,12
interesado auditoría prevenir fraude,CONTADURÍA,4
proteger seguridad red comunicación digital,TELECOMUNICACIONES,16
sentir capacidad motivar,ADMINISTRACIÓN,7
interesado desarrollar modelo negocio innovador integrar tecnología análisis mercado,ADMINISTRACIÓN,7
investigar virtualización gestión eficiente red telecomunicación,TELECOMUNICACIONES,16
estudio estrategia inversión comportamiento mercado prever crisis oportunidad financiero,ECONOMÍA,5
querer promover educación tecnológico organizar taller educativo robótica,EDUCACIÓN,14
querer ayudar gente problema salud mental,PSICOLOGÍA,2
sentir conectado cuestión ético moral,FILOSOFÍA,13
estudiar comportamiento suelo garantizar estabilidad obra,CIVIL,9
gustar resolver problema complejo,INFORMÁTICA,15
interesado analizar modelo negocio impulsar crecimiento corporativo,ADMINISTRACIÓN,7
apasionar pensar cuestión ético moral leo obra filosófico clásico moderno interesar filosofía político social querer contribuir pensamiento filosófico contemporáneo,FILOSOFÍA,13
comprensión número matemática,CONTADURÍA,4
investigar red 5 g internet cosa cambiar intercambio información global,TELECOMUNICACIONES,16
explorar enfoque metodología educación bilingüe mejorar conocimiento lingüístico,EDUCACIÓN,14
gustar experimentar dispositivo electrónico,TELECOMUNICACIONES,16
interesar sociología educación desigualdad,SOCIOLOGÍA,1
participar programa formación docente impulsar innovación metodología educativo,EDUCACIÓN,14
propuesta arquitectura bioclimático aprovechar recurso natural reducir consumo energía,ARQUITECTURA,6
interesar economía ambiental desarrollo sostenible,ECONOMÍA,5
querer decisión financiero afectar empresa,CONTADURÍA,4
mirar influencia corriente literario identidad cultural social historia,LETRAS,10
preocupar bienestar empleado empresa,RELACIONES INDUSTRIALES,12
mirar evolución red móvil impacto,TELECOMUNICACIONES,16
fascina investigar cultura interactuar cambiar,SOCIOLOGÍA,1
futuro psicóloga investigo proceso aprendizaje memoria percepción influir comportamiento desarrollar método innovador tratamiento trastorno,PSICOLOGÍA,2
fascinado investigación social cuantitativo spss análisis estadístico,SOCIOLOGÍA,1
apasionar analizar política económico afectar,ECONOMÍA,5
interesado identificar oportunidad automatizar tarea operacional análisis dato mejora continuo,INDUSTRIAL,0
participé hackathons diseñar solución,INFORMÁTICA,15
querer utilizar medio educar informar objetivamente,COMUNICACIÓN SOCIAL,3
apasionar economía digital mercado línea,ECONOMÍA,5
comunicación resolver problema,COMUNICACIÓN SOCIAL,3
gustar explorar forma comunicar él,COMUNICACIÓN SOCIAL,3
disfrutar producción audiovisual documental trabajo adobe creativir suite,COMUNICACIÓN SOCIAL,3
gustar estudiar derecho comparado desarrollar solución jurídico equitativo inclusiva,DERECHO,11
participo proyecto código abierto colaborar comunidad global innovar solución tecnológico,INFORMÁTICA,15
querer preparar organización futuro estudiar forma trabajo automatización,RELACIONES INDUSTRIALES,12
pequeño programa automatizar tarea,INFORMÁTICA,15
querer diseño ver,ARQUITECTURA,6
investigar práctica religioso influir transformación bienestar comunidad,TEOLOGÍA,8
salud mental importante física,PSICOLOGÍA,2
apasionar aprender distinto corriente filosófico,FILOSOFÍA,13
trabajo empresa apasionar emprendimiento,ADMINISTRACIÓN,7
espacio diseñado afectar persona positivo,ARQUITECTURA,6
participación proyecto planificación urbano análisis impacto ambiental zona urbano,CIVIL,9
querer desarrollar proyecto transporte urbano sostenible interesar movilidad,CIVIL,9
gustar analizar modelo negocio innovador estudiar caso exitoso startups interesar transformación digital negocio querer liderar innovación empresarial,ADMINISTRACIÓN,7
querer participar proyecto mejorar infraestructura país,CIVIL,9
gustar idea diseñar lugar gente vivir trabajar,ARQUITECTURA,6
interesar inteligencia artificial potencial,INFORMÁTICA,15
participar diseño antena sistema radiofrecuencia mejorar cobertura red,TELECOMUNICACIONES,16
querer asegurar yo organización fin lucro tener integridad financiero,CONTADURÍA,4
encantar enseñar aprender imparto clase privado interesar pedagogía psicología educativo querer innovar método enseñanza,EDUCACIÓN,14
obra ingeniería civil genial,CIVIL,9
enseñar vocación,EDUCACIÓN,14
número gustar mantener orden,CONTADURÍA,4
gustar explorar tecnología aparato,INFORMÁTICA,15
querer asegurar transparencia financiero organización,CONTADURÍA,4
mirar tendencia urbano ciudad eficiente,ARQUITECTURA,6
querer aprender dirigir empresa éticamente,ADMINISTRACIÓN,7
desarrollo ensayo crítico evolución lenguaje impacto sociedad,LETRAS,10
comprometido estudio modelo organizacional liderazgo innovador evaluar caso éxito inspirar cambio dirección corporativo,ADMINISTRACIÓN,7
gustar planificar gestionar proyecto,INDUSTRIAL,0
investigar normativa contable internacional asegurar precisión transparencia información financiero,CONTADURÍA,4
mirar influencia postmodernismo pensamiento crítico cultural,FILOSOFÍA,13
filosofía vida pleno,FILOSOFÍA,13
cuidado finanza,CONTADURÍA,4
impacto tecnología cohesión comunitario estudiar método mixto,SOCIOLOGÍA,1
apasionar filosofía pasar tiempo explorar teoría ético metafísico epistemológica participar debate cuestionar realidad moralidad,FILOSOFÍA,13
informática cambiar campo,INFORMÁTICA,15
gustar estudiar teoría personalidad comportamiento,PSICOLOGÍA,2
disfruto enseñar metodología activo experimento aula invertido interesar aprendizaje basado proyecto querer innovar pedagogía,EDUCACIÓN,14
interesado explorar impacto globalización mercado local integrar análisis estadístico modelo econométrico predecir tendencia,ECONOMÍA,5
querer utilizar habilidad ayudar pequeño empresa,CONTADURÍA,4
estudio estrategia pedagógico integrar gamificación aprendizaje basado problema,EDUCACIÓN,14
querer contribuir creación entorno trabajo saludable estrategia gestión talento bienestar integral,RELACIONES INDUSTRIALES,12
querer combinar tecnología literatura estudiar lingüístico computacional,LETRAS,10
gustar innovación proceso productivo,INDUSTRIAL,0
querer contribuir construcción mundo sostenible,CIVIL,9
análisis desarrollo dualidad razón emoción toma decisión humano,FILOSOFÍA,13
tendencia software,INFORMÁTICA,15
querer desarrollar recurso enseñanza idioma tecnología educativo,LETRAS,10
apasionar estudiar jurisprudencia aprender evolución sistema jurídico,DERECHO,11
apasionar innovar proceso industrial,INDUSTRIAL,0
querer diseñar estructura resistar desastre natural,CIVIL,9
querer diseñar estructura soportir desastre natural,CIVIL,9
interesar ley digital protección dato,DERECHO,11
disfruto estudiar comportamiento sociedad,SOCIOLOGÍA,1
contribuir transformación espiritual ético sociedad querer profundizar estudio teología,TEOLOGÍA,8
interesado encontrar significado oculto texto,LETRAS,10
gustar analizar impacto política público,SOCIOLOGÍA,1
gustar planificar lograr meta,ADMINISTRACIÓN,7
aprendizaje colaborativo pensamiento crítico estimular desarrollo metodología activo,EDUCACIÓN,14
querer diseñar puente viaducto innovador software bim revit,CIVIL,9
investigar tendencia estratégico gestión mejorar crecimiento eficiencia empresarial,ADMINISTRACIÓN,7
participar simulación comportamiento construcción frente carga extremo mejorar seguridad,CIVIL,9
política recurso humano impulsar productividad satisfacción laboral interesar,RELACIONES INDUSTRIALES,12
disfrutar educación especial inclusivo trabajo adaptación curricular,EDUCACIÓN,14
disfruto estudiar teoría personalidad conducta,PSICOLOGÍA,2
disfrutar crear espacio sostenible certificación leed trabajo material ecológico,ARQUITECTURA,6
gustar analizar dato económico tendencia seguir mercado financiero interesar macroeconomía desarrollo querer trabajar política económico,ECONOMÍA,5
gustar promover política valorar trabajador,RELACIONES INDUSTRIALES,12
querer desarrollar arquitectura modular prefabricado utilice metodología bim lean,ARQUITECTURA,6
motivar comunicar noticia impulsar cambio,COMUNICACIÓN SOCIAL,3
querer gestionar recurso humano talento,RELACIONES INDUSTRIALES,12
querer mentor guía generación,EDUCACIÓN,14
investigar influencia religión valor ético cohesión social historia,TEOLOGÍA,8
fascinar educación steam organizo taller robótica educativo interesar programación niño querer promover educación tecnológico,EDUCACIÓN,14
estudiar dinámica social impacto tecnología cohesión comunitario utilizar método mixto interpretar cambio cultura,SOCIOLOGÍA,1
interesar enseñanza lengua literatura,LETRAS,10
exploro relación neurobiología comportamiento comprender trastorno mental,PSICOLOGÍA,2
estudiar comportamiento material estructura integrar técnica moderno diseño simulación desarrollar proyecto urbano responder desafío ambiental,CIVIL,9
interesar existencialismo filosofía libertad explorar esencia decisión humano,FILOSOFÍA,13
querer cambiar vida niño joven,EDUCACIÓN,14
habilidad dirigir organizar equipo,ADMINISTRACIÓN,7
interesar ética aplicado,FILOSOFÍA,13
apasionar emprendimiento startups trabajo startup lectura,ADMINISTRACIÓN,7
investigar aplicación ley laboral garantizar condición justo ámbito profesional,DERECHO,11
sentir conexión especial tema ético moral,FILOSOFÍA,13
gustar innovar proceso industrial,INDUSTRIAL,0
gustar liderar proyecto impacto positivo,ADMINISTRACIÓN,7
desarrollo programa formación fortalecer habilidad competencia empleado,RELACIONES INDUSTRIALES,12
gustar enseñar metodología activo interesado aprendizaje basado proyecto,EDUCACIÓN,14
preocupar bienestar empleado satisfacción laboral,RELACIONES INDUSTRIALES,12
gustar resolver problema código,INFORMÁTICA,15
gustar estudiar funcionar sociedad,SOCIOLOGÍA,1
interesado compensación beneficio estratégico,RELACIONES INDUSTRIALES,12
querer pensar problema,FILOSOFÍA,13
desarrollo competencia gestión proyecto análisis financiero mejorar eficiencia organizacional,ADMINISTRACIÓN,7
gustar perder yo historia crear mundo palabra,LETRAS,10
gustar periodismo dato visualización,COMUNICACIÓN SOCIAL,3
mirar ética moralidad entender fundamento comportamiento humano,FILOSOFÍA,13
filosofía guir vida pleno,FILOSOFÍA,13
interesado intersección neurociencia psicología cognitivo desarrollar técnica intervención innovadora mejorar salud mental,PSICOLOGÍA,2
gustar trabajar material ecológico,CIVIL,9
interesar construcción sostenible certificación leed trabajo material ecológico,CIVIL,9
participar proyecto contenido marca buscar conectar emocionalmente diverso audiencia,COMUNICACIÓN SOCIAL,3
participar diálogo interreligioso aprender espiritualidad promover paz justicia social,TEOLOGÍA,8
gustar trabajar técnica narrativo,LETRAS,10
disfruto formación desarrollo talento,RELACIONES INDUSTRIALES,12
líder deber agente cambio,ADMINISTRACIÓN,7
gustar liderar proyecto organizar evento participo emprendimiento estudiantil interesar marketing gestión empresarial querer crear empresa,ADMINISTRACIÓN,7
disfruto estudiar ley interpretar,DERECHO,11
estudiar impacto educación stem formación capacidad futuro digital,EDUCACIÓN,14
dibujar pensar mejorar espacio,ARQUITECTURA,6
apasionar automatización industrial robótico trabajo plc sistema scado,INDUSTRIAL,0
querer estudiar idioma evolucionar tiempo,LETRAS,10
gustar defender justicia,DERECHO,11
querer base dato eficiente,INFORMÁTICA,15
interesar filosofía mente implicación sociedad actual,FILOSOFÍA,13
encantar juez fiscal,DERECHO,11
gustar analizar dato crear algoritmo participar concurso programación encantar aprendizaje automático ciencia dato querer desarrollar sistema inteligente,INFORMÁTICA,15
aprender lenguaje programación,INFORMÁTICA,15
gustar desarrollar proyecto transporte urbano sostenible,CIVIL,9
interesado negociación colectivo relación sindical,RELACIONES INDUSTRIALES,12
querer investigar filosofía mente consciencia trabajar neurociencia,FILOSOFÍA,13
arquitectura transformar comunidad,ARQUITECTURA,6
participo círculo lectura analizar texto platón aristótel pensador,FILOSOFÍA,13
querer construir cosa perdurir tiempo,CIVIL,9
cultura arte esencial vida,LETRAS,10
comprender desigualdad actual estudie intersección raza género clase,SOCIOLOGÍA,1
método experimental herramienta psicométrica investigar impacto estrés comportamiento humano,PSICOLOGÍA,2
desarrollar ensayo crítico evolución lenguaje,LETRAS,10
desarrollo proyecto evaluar eficacia terapia cognitiva conductual bienestar psicológico,PSICOLOGÍA,2
pasar tiempo explorar tecnología gadget,INFORMÁTICA,15
